car_brand,purchase_date,purchase_value,engine_condition,no_of_buyers,fuel_type,kilometer_running,reparation_work,today_value
Toyota,2022-09-11,1961386,Good,2,Electric,196398,Yes,206033
Toyota,2024-07-03,1235114,Poor,5,Petrol,38341,No,203340
Mahindra,2015-03-19,1260550,Poor,4,Petrol,171222,Yes,50000
Mahindra,2024-01-10,865151,Poor,2,Petrol,11977,No,172223
Mahindra,2017-10-10,1382594,Good,5,Petrol,129786,No,82605
Honda,2023-05-29,2250674,Excellent,3,Petrol,113162,Yes,448167
Ford,2019-04-26,1580373,Average,3,Diesel,11562,Yes,178421
BMW,2024-06-10,1446335,Average,5,Hybrid,27575,Yes,336528
Toyota,2021-05-08,1989463,Poor,3,Hybrid,40590,Yes,224969
Ford,2019-08-10,2681380,Excellent,4,Petrol,195697,Yes,151737
Toyota,2018-09-09,1651185,Excellent,5,Hybrid,60147,No,221217
BMW,2023-08-16,2998351,Average,5,Petrol,79868,Yes,431778
Maruti,2020-07-31,1984719,Good,3,Petrol,149290,No,186431
Toyota,2021-01-29,1649593,Good,3,Hybrid,112926,No,238371
Maruti,2016-05-20,1922631,Good,4,Hybrid,69427,No,150699
Ford,2016-05-29,1843342,Good,4,Hybrid,110093,Yes,107531
Toyota,2024-08-27,2756354,Good,2,Diesel,83169,No,817180
Honda,2023-08-02,2253094,Average,1,Petrol,48696,No,511251
Ford,2022-02-21,2476277,Average,5,Hybrid,72004,Yes,331741
BMW,2017-05-06,731099,Average,2,Electric,114929,No,51087
Honda,2017-10-30,2232239,Good,2,Electric,153762,Yes,150032
Honda,2017-01-15,772294,Good,5,Electric,72989,No,66320
Mahindra,2023-04-10,2649168,Average,2,Petrol,36931,No,568216
Honda,2020-01-11,736680,Poor,1,Hybrid,188068,No,50000
Toyota,2023-11-12,1888672,Excellent,1,Electric,143630,No,508278
Tata,2016-10-06,647685,Good,2,Diesel,85737,No,52586
Toyota,2019-06-29,2722442,Average,1,Diesel,183342,Yes,142115
Maruti,2022-02-24,928272,Average,3,Diesel,125280,Yes,100645
Toyota,2018-07-15,2025739,Average,3,Electric,75119,No,197777
Ford,2016-03-23,628462,Excellent,4,Diesel,97821,No,50000
Toyota,2024-02-09,2918702,Excellent,5,Diesel,107817,No,708988
Mahindra,2018-07-20,1184815,Good,4,Petrol,47735,No,126438
Mahindra,2021-11-16,2729524,Excellent,2,Electric,94379,No,664173
BMW,2021-02-19,904441,Good,4,Petrol,55563,No,142448
Tata,2021-01-10,911360,Average,2,Diesel,160228,No,77240
BMW,2016-11-15,976738,Excellent,5,Diesel,150831,No,56793
BMW,2016-06-18,2835613,Poor,4,Electric,132121,Yes,94054
Hyundai,2016-06-29,414126,Good,4,Electric,29247,No,50000
Kia,2022-02-14,688261,Poor,5,Petrol,58826,Yes,63807
Hyundai,2015-11-21,1444008,Excellent,3,Electric,86167,No,130732
Mahindra,2020-09-27,548882,Average,1,Hybrid,142278,No,56247
Toyota,2017-02-06,1351797,Excellent,5,Electric,8120,No,180870
Audi,2024-08-25,1859012,Excellent,5,Petrol,159844,No,335701
Hyundai,2024-08-30,1669300,Average,2,Electric,10812,Yes,539319
Ford,2024-06-04,2522982,Excellent,4,Electric,196959,Yes,374989
Hyundai,2020-08-30,2503637,Excellent,2,Diesel,25940,No,588196
Audi,2024-01-10,2650320,Poor,5,Petrol,157614,No,219637
Kia,2016-02-28,1754974,Average,5,Electric,40282,No,119512
BMW,2018-11-09,1388684,Average,1,Hybrid,19462,No,186332
Mahindra,2015-01-11,2068836,Poor,3,Petrol,130466,No,53168
Audi,2024-01-22,1633217,Average,1,Petrol,199470,Yes,144109
BMW,2024-11-30,1059687,Poor,1,Electric,187943,No,121236
Mahindra,2024-05-16,1690665,Excellent,3,Electric,10306,No,824136
Ford,2024-07-08,2936159,Average,2,Hybrid,156193,Yes,433624
Tata,2023-10-15,2535448,Average,3,Diesel,78680,No,504947
Honda,2017-01-30,1077314,Poor,1,Petrol,23222,Yes,63120
Honda,2019-02-05,2074808,Good,3,Petrol,44149,No,259917
Toyota,2016-03-17,654384,Poor,2,Hybrid,87840,No,50000
Audi,2023-04-02,877537,Poor,3,Electric,116196,Yes,101754
BMW,2015-10-03,762883,Poor,3,Diesel,147628,Yes,50000
Ford,2024-10-12,1165422,Excellent,2,Electric,19713,No,619985
Audi,2016-05-14,1679526,Poor,2,Petrol,72704,Yes,68348
BMW,2020-12-26,1021776,Good,1,Electric,32598,No,245412
Tata,2023-01-11,641959,Average,3,Electric,94997,No,118640
Honda,2020-06-16,1160028,Good,1,Hybrid,146029,Yes,124702
Tata,2020-12-10,2228536,Poor,1,Hybrid,60908,No,268342
BMW,2018-06-05,1071806,Good,5,Hybrid,24382,No,131751
Mahindra,2016-09-01,792710,Average,1,Petrol,128899,Yes,50000
BMW,2020-01-13,1259591,Excellent,4,Diesel,93885,No,179747
Ford,2016-02-17,1594292,Poor,2,Electric,135408,No,60979
Tata,2021-04-30,970164,Good,2,Electric,52217,No,216864
Audi,2021-01-30,1093004,Poor,2,Diesel,146190,No,77137
Maruti,2021-04-11,1158506,Excellent,1,Diesel,157584,Yes,148045
Honda,2024-02-28,466731,Average,2,Diesel,105093,No,91800
Audi,2021-08-02,383610,Good,3,Electric,178090,No,50000
Honda,2018-12-27,2034840,Poor,2,Petrol,14565,No,176931
Ford,2023-11-17,1745167,Good,1,Electric,128645,Yes,386860
Maruti,2017-02-27,2838680,Excellent,1,Hybrid,160492,No,215580
BMW,2022-05-26,1532328,Good,4,Diesel,129672,No,221235
Honda,2024-02-23,2728134,Excellent,5,Hybrid,130423,Yes,564866
BMW,2020-03-29,658506,Average,5,Petrol,12375,No,79437
Audi,2019-06-20,1666302,Average,4,Diesel,123380,Yes,111491
Mahindra,2020-11-22,1347781,Poor,2,Diesel,86028,No,128320
Honda,2022-09-03,2625513,Good,1,Diesel,167008,Yes,327655
Ford,2019-05-19,1232497,Good,4,Petrol,175615,No,74219
Kia,2020-10-12,2831773,Good,1,Petrol,127779,Yes,314006
Audi,2023-04-13,1146447,Average,1,Diesel,175483,No,131442
Tata,2020-11-11,1157038,Poor,1,Petrol,179206,Yes,54719
Maruti,2016-01-06,2209872,Excellent,3,Hybrid,171416,Yes,104016
Mahindra,2018-09-09,2853177,Average,5,Petrol,59575,No,223513
Honda,2017-01-17,2781871,Excellent,2,Electric,190369,Yes,148091
Hyundai,2024-04-28,1370960,Excellent,3,Hybrid,74968,No,484686
Maruti,2022-05-05,1661038,Poor,3,Petrol,175922,Yes,92360
Hyundai,2017-01-30,1230403,Average,4,Hybrid,159303,No,52739
Maruti,2019-06-04,2451464,Average,5,Petrol,82158,Yes,176452
Honda,2019-09-27,2807638,Good,5,Diesel,149316,No,218946
Maruti,2016-08-04,2834259,Average,3,Diesel,13016,Yes,204421
Hyundai,2023-06-13,1469145,Poor,1,Petrol,140429,Yes,139736
Audi,2023-10-20,1634346,Poor,4,Diesel,99349,Yes,188540
Audi,2018-04-17,874872,Good,3,Diesel,103822,No,78990
Toyota,2021-07-14,2859737,Good,1,Electric,16843,No,795067
BMW,2023-09-16,2704067,Poor,3,Electric,22979,Yes,509043
Mahindra,2020-08-02,369240,Good,1,Hybrid,49334,No,73319
Honda,2017-09-27,1119059,Excellent,1,Petrol,138580,Yes,85103
Hyundai,2021-07-07,898474,Average,5,Electric,101106,No,111944
Toyota,2016-06-21,1944281,Average,4,Petrol,77677,Yes,93902
Tata,2017-01-10,397619,Excellent,1,Petrol,32433,No,50000
Tata,2016-11-03,2746935,Excellent,3,Diesel,181554,No,141920
Ford,2021-02-12,383365,Excellent,4,Hybrid,34718,No,89587
Kia,2022-11-02,2000731,Good,1,Hybrid,190064,No,251243
Ford,2016-11-03,1602609,Poor,3,Diesel,86193,Yes,67257
Kia,2022-08-31,1757259,Average,2,Diesel,28755,Yes,339476
Hyundai,2019-09-13,375923,Average,1,Petrol,68223,Yes,50000
Toyota,2015-11-11,828483,Good,4,Diesel,191278,Yes,50000
Audi,2022-07-28,1175664,Poor,4,Electric,70291,Yes,144082
Tata,2019-09-06,1510327,Average,4,Petrol,176694,No,75749
Ford,2021-06-16,2036435,Poor,1,Petrol,90474,No,204444
BMW,2024-04-06,928258,Excellent,4,Hybrid,26953,No,372409
Maruti,2021-12-06,527317,Poor,5,Hybrid,66023,Yes,52539
Hyundai,2019-10-11,854669,Good,2,Electric,140736,Yes,85859
Hyundai,2021-06-12,1636097,Poor,4,Electric,76673,No,180377
Honda,2021-05-03,2226298,Good,2,Hybrid,78385,No,419473
Mahindra,2019-07-20,2961275,Poor,1,Electric,168879,No,165637
Ford,2016-03-23,577792,Poor,3,Hybrid,133724,Yes,50000
Hyundai,2016-06-24,1230765,Excellent,1,Petrol,170614,Yes,61129
Toyota,2021-07-09,2599503,Excellent,3,Electric,142099,Yes,390863
Hyundai,2018-08-17,702642,Excellent,3,Petrol,116400,Yes,63188
Tata,2024-08-05,857074,Poor,5,Electric,29357,Yes,161860
Maruti,2016-12-31,1685151,Excellent,1,Hybrid,168664,Yes,105667
BMW,2024-12-09,1432263,Average,3,Hybrid,47949,Yes,376152
Ford,2021-06-08,2752411,Good,4,Petrol,174066,Yes,211001
Ford,2023-04-13,1436932,Poor,3,Diesel,104505,Yes,157134
Kia,2019-02-04,2301146,Poor,5,Diesel,59728,Yes,139164
Mahindra,2021-09-06,1809819,Good,3,Hybrid,184481,No,178112
BMW,2024-11-07,1623894,Good,3,Petrol,67692,No,470935
Tata,2020-03-27,656186,Poor,1,Petrol,148706,No,50000
Kia,2024-02-26,1203343,Average,2,Diesel,109831,Yes,207651
Mahindra,2018-11-18,525217,Average,1,Diesel,114195,Yes,50000
Honda,2015-03-14,1302236,Good,2,Electric,71810,No,98922
Honda,2017-12-24,2082657,Excellent,2,Petrol,33694,No,286837
Audi,2020-07-27,2535933,Poor,3,Hybrid,30326,No,291759
Hyundai,2017-05-03,542544,Average,5,Hybrid,48305,Yes,50000
BMW,2020-04-10,2611850,Good,2,Diesel,134245,Yes,261289
Hyundai,2024-02-15,677012,Poor,5,Electric,15283,Yes,124587
Honda,2015-07-18,2990419,Poor,2,Petrol,169579,Yes,61069
Ford,2017-04-28,1376751,Excellent,5,Diesel,16788,No,163502
Honda,2016-06-06,2622019,Excellent,4,Electric,168755,Yes,135258
Kia,2015-07-04,2067614,Poor,2,Petrol,57272,Yes,78096
Ford,2018-07-17,847199,Good,2,Diesel,27015,No,116999
Kia,2023-08-03,1851813,Good,1,Diesel,163804,Yes,274616
Toyota,2017-11-14,1857678,Poor,1,Hybrid,114703,Yes,94671
Maruti,2021-05-04,1613949,Good,1,Petrol,180814,No,150700
BMW,2016-06-18,827665,Excellent,1,Electric,26703,No,116840
Tata,2023-07-04,2936469,Good,5,Electric,40881,No,823556
Tata,2020-05-25,1666442,Excellent,4,Hybrid,138964,No,210273
Audi,2024-07-22,2364765,Good,3,Diesel,111985,No,566760
Kia,2018-10-03,2037134,Average,2,Diesel,59227,Yes,184970
Honda,2021-03-12,2318478,Excellent,5,Petrol,189950,Yes,168677
BMW,2021-09-12,1910852,Good,4,Petrol,85481,No,289363
Tata,2016-01-08,2169548,Excellent,3,Hybrid,196624,Yes,82172
Ford,2021-09-22,2093364,Poor,4,Petrol,127201,No,153894
Audi,2017-03-17,1116192,Good,3,Petrol,56970,No,97688
Mahindra,2021-04-12,1499952,Good,3,Petrol,125657,Yes,164328
Maruti,2018-10-14,2037498,Poor,1,Hybrid,85440,Yes,139513
Toyota,2016-10-15,1467045,Poor,1,Hybrid,5656,Yes,99609
Honda,2023-06-18,452352,Good,1,Electric,83806,No,131372
Maruti,2015-09-01,530015,Good,3,Electric,187246,No,50000
Hyundai,2019-09-28,1532615,Good,3,Diesel,79538,No,196808
BMW,2016-03-31,2661814,Excellent,1,Petrol,156589,No,156771
Tata,2023-06-08,1434234,Poor,1,Hybrid,117427,Yes,177980
Honda,2022-05-21,2283699,Excellent,5,Electric,154774,Yes,323136
BMW,2023-03-09,876567,Good,1,Hybrid,64678,No,249329
Toyota,2024-04-10,1488528,Excellent,4,Hybrid,99133,No,440102
Maruti,2021-03-01,2646235,Average,5,Petrol,12842,Yes,333269
Kia,2017-05-09,2969741,Good,2,Electric,118165,No,255205
Mahindra,2015-03-23,2622338,Average,3,Diesel,137166,Yes,85896
Audi,2016-06-11,1803204,Poor,2,Electric,72082,No,100523
Ford,2018-05-16,2903420,Excellent,5,Diesel,181391,No,171256
BMW,2020-07-19,1025139,Poor,4,Electric,131409,Yes,66353
Audi,2024-12-02,917829,Excellent,2,Diesel,33380,No,419231
Hyundai,2024-07-13,1254460,Good,3,Hybrid,92861,No,351905
Hyundai,2021-06-19,2533331,Poor,2,Petrol,146289,Yes,159738
Hyundai,2019-01-13,337658,Average,2,Petrol,13039,Yes,50000
Hyundai,2018-12-29,2407693,Poor,3,Diesel,17560,Yes,189411
Audi,2023-07-09,2309888,Good,5,Diesel,30683,No,595432
Hyundai,2024-02-22,979009,Excellent,4,Diesel,100214,Yes,237777
Audi,2023-04-22,2248680,Average,2,Electric,35498,No,592015
BMW,2018-06-23,1472369,Average,2,Electric,69940,Yes,138346
Ford,2024-03-20,2320289,Good,3,Electric,96250,No,646305
Toyota,2020-08-28,569315,Good,3,Electric,96076,No,88968
Audi,2015-10-10,1748798,Poor,4,Diesel,8790,Yes,79358
Audi,2018-09-25,2409471,Excellent,3,Petrol,182065,Yes,141624
Maruti,2015-04-05,2178225,Good,4,Electric,84097,No,141455
BMW,2017-10-18,2768458,Poor,4,Electric,106045,Yes,131779
Ford,2024-08-22,2055977,Average,5,Petrol,52422,Yes,392971
BMW,2020-05-17,1311181,Average,5,Petrol,193196,No,60029
Maruti,2021-08-28,1417515,Poor,2,Hybrid,164010,Yes,93234
Honda,2022-12-01,2044682,Excellent,1,Hybrid,177518,Yes,312965
Maruti,2016-11-16,2856110,Poor,3,Electric,199832,Yes,64012
Mahindra,2017-01-25,2698953,Average,2,Diesel,171151,Yes,99686
BMW,2023-02-15,1927712,Average,1,Diesel,118741,No,313670
Ford,2019-08-29,2852528,Poor,5,Diesel,48355,No,220035
Audi,2021-07-23,1552573,Excellent,1,Hybrid,175315,No,215530
Hyundai,2019-02-01,733800,Excellent,4,Diesel,121201,Yes,70081
Ford,2017-08-05,1931250,Excellent,2,Hybrid,29618,No,289853
Toyota,2020-11-25,1279063,Average,4,Diesel,193002,Yes,65470
Tata,2015-05-20,414219,Poor,4,Petrol,150437,Yes,50000
Mahindra,2021-12-05,2123897,Average,4,Electric,159918,Yes,190617
Kia,2024-05-11,1106498,Good,1,Petrol,6308,No,416038
Hyundai,2020-01-26,2691340,Excellent,4,Electric,107013,No,409914
Tata,2017-03-03,2714493,Poor,2,Hybrid,159036,Yes,89207
Ford,2023-05-02,782855,Average,3,Electric,70803,Yes,152954
Tata,2021-08-23,1339030,Poor,3,Petrol,178406,No,72370
Hyundai,2024-03-12,2501422,Average,2,Petrol,93192,Yes,441060
Maruti,2017-03-31,2325738,Poor,3,Electric,39128,No,160180
Audi,2018-02-23,1539129,Poor,4,Electric,57902,No,107568
Tata,2017-02-24,420272,Average,3,Diesel,17072,No,50000
Mahindra,2023-09-12,2823162,Excellent,4,Electric,135976,Yes,593336
Honda,2018-01-08,626843,Average,5,Electric,70251,No,51114
Mahindra,2022-12-21,2112878,Excellent,2,Hybrid,15991,No,798644
Honda,2022-03-27,1328589,Good,5,Diesel,76694,No,230450
Tata,2024-06-01,1172632,Poor,5,Diesel,90896,Yes,146663
Mahindra,2024-06-24,1503787,Poor,3,Electric,130222,No,218565
Toyota,2018-05-07,977172,Average,5,Electric,100075,No,73110
Ford,2023-08-03,1892085,Poor,4,Hybrid,128140,Yes,192610
Mahindra,2016-12-06,2000437,Good,5,Petrol,68882,No,141487
Audi,2024-10-30,2180059,Average,5,Electric,40922,Yes,545999
Audi,2017-09-11,2194964,Poor,3,Diesel,46924,Yes,125284
BMW,2017-01-21,2332083,Excellent,2,Petrol,174182,Yes,117543
BMW,2019-02-26,710159,Excellent,4,Electric,176952,Yes,53491
Hyundai,2015-03-15,1416235,Good,1,Diesel,191865,Yes,50000
Ford,2022-04-21,595015,Excellent,1,Diesel,55948,No,171089
BMW,2015-09-13,2780892,Excellent,1,Diesel,27681,No,304830
Honda,2023-07-26,2984847,Poor,3,Hybrid,170948,Yes,240728
BMW,2016-04-06,1629741,Excellent,2,Petrol,67219,No,148408
Honda,2015-04-19,2478876,Good,2,Hybrid,70203,No,181359
Toyota,2018-04-24,1860976,Good,4,Hybrid,128949,Yes,133244
Honda,2020-07-19,1791288,Average,4,Diesel,182567,Yes,95013
BMW,2024-11-02,1274092,Excellent,1,Petrol,5543,No,623066
Hyundai,2020-10-19,1045342,Good,4,Diesel,11621,No,197019
Honda,2017-05-05,1056501,Excellent,1,Diesel,112060,Yes,93961
Toyota,2022-07-14,2080045,Excellent,5,Electric,110342,No,437468
Honda,2022-07-20,2684490,Average,4,Diesel,197696,Yes,171767
Kia,2021-05-18,1990034,Good,2,Petrol,165225,Yes,180777
Toyota,2016-06-20,2099166,Good,4,Petrol,29232,No,171416
Tata,2016-04-15,528358,Good,4,Hybrid,52977,No,50000
Kia,2023-02-10,463837,Poor,4,Electric,42682,No,77239
Honda,2016-04-08,1543268,Poor,1,Diesel,148197,Yes,50000
Mahindra,2016-03-22,1179390,Good,4,Diesel,197279,No,50000
Hyundai,2023-09-21,2833671,Excellent,3,Petrol,10239,No,1023405
Honda,2017-01-04,370065,Poor,4,Petrol,165054,Yes,50000
Tata,2017-11-06,1175786,Excellent,3,Hybrid,77087,No,143657
Kia,2017-02-17,2060598,Good,4,Hybrid,177240,Yes,87395
Maruti,2016-08-03,2812131,Excellent,1,Diesel,187604,Yes,132334
Mahindra,2021-04-23,2830825,Excellent,3,Petrol,46810,No,603470
Ford,2016-04-22,2444564,Poor,3,Petrol,94355,No,93819
Maruti,2024-09-11,2851049,Excellent,1,Petrol,70713,No,1060817
Maruti,2015-06-06,2720802,Poor,2,Petrol,146266,Yes,64282
Toyota,2024-03-19,2822913,Excellent,5,Electric,35785,No,1087147
Hyundai,2015-06-04,2819263,Excellent,1,Diesel,113803,Yes,181809
Honda,2016-09-27,2482102,Poor,1,Hybrid,94939,No,129413
Honda,2023-04-11,2155228,Good,5,Electric,172072,No,287464
Kia,2024-01-04,1317513,Good,5,Hybrid,51494,No,362003
Hyundai,2016-07-11,707515,Excellent,1,Hybrid,16545,No,98501
Kia,2023-02-04,2802346,Excellent,1,Diesel,21862,No,1044428
Hyundai,2015-04-30,2295525,Poor,3,Petrol,178961,No,50000
Kia,2023-05-07,2667981,Good,1,Petrol,72837,No,658055
Hyundai,2022-06-16,2732852,Poor,3,Hybrid,101655,No,314281
Tata,2015-07-11,1810530,Good,2,Hybrid,174506,No,75062
Toyota,2022-08-18,1854957,Excellent,1,Diesel,152765,Yes,305358
Ford,2020-02-10,1039033,Good,5,Electric,57749,No,156848
Audi,2020-07-25,2616465,Excellent,3,Diesel,88408,No,442462
Toyota,2015-05-06,1345001,Good,4,Hybrid,173985,Yes,50000
Maruti,2017-01-18,2072757,Poor,4,Electric,119346,No,90421
Mahindra,2023-10-28,1141813,Excellent,4,Petrol,77060,No,304629
Audi,2020-06-19,1674872,Average,1,Hybrid,133858,Yes,155632
Honda,2017-06-11,935725,Average,2,Petrol,77035,No,65921
Audi,2020-02-07,1053810,Average,1,Petrol,58312,Yes,117475
Honda,2020-02-08,1209977,Excellent,4,Electric,53992,No,236285
Mahindra,2021-11-30,955208,Excellent,3,Electric,48718,No,270777
Audi,2019-01-29,2798577,Good,4,Diesel,112188,Yes,233646
BMW,2024-07-08,2469993,Good,3,Diesel,168600,No,411152
Tata,2019-01-21,1332257,Excellent,5,Hybrid,46441,No,200289
Hyundai,2016-12-11,1882644,Poor,4,Hybrid,87677,Yes,80390
Ford,2022-06-07,1099488,Average,5,Petrol,21745,No,183218
Kia,2019-09-24,2551488,Good,3,Petrol,147927,No,210564
Hyundai,2020-03-02,2773351,Poor,3,Diesel,170073,No,134988
BMW,2020-10-18,853340,Excellent,5,Electric,17633,No,201483
Tata,2020-03-11,952293,Excellent,4,Diesel,112947,No,126553
Honda,2021-05-24,1909286,Poor,2,Hybrid,165306,Yes,119178
Ford,2018-05-01,2762651,Poor,5,Diesel,111508,Yes,115757
Mahindra,2020-09-02,598592,Good,5,Hybrid,198089,No,50000
Kia,2019-02-06,2855802,Poor,4,Petrol,5600,Yes,210038
BMW,2024-08-08,2640243,Good,5,Electric,45883,No,868138
Audi,2020-04-15,2086157,Poor,5,Electric,153253,No,117821
Toyota,2016-07-23,509689,Good,4,Diesel,83493,No,50000
Toyota,2016-01-12,1379974,Average,2,Hybrid,165693,Yes,50000
Hyundai,2015-04-06,2781721,Good,3,Petrol,63390,No,172703
Audi,2019-01-28,1970169,Excellent,1,Hybrid,190582,No,160267
Hyundai,2016-05-17,580060,Average,2,Electric,45568,No,50000
Audi,2018-05-15,2687943,Excellent,4,Diesel,99531,No,284591
Toyota,2018-07-02,2322311,Average,1,Diesel,181720,Yes,104616
Ford,2017-06-20,1570350,Poor,5,Hybrid,101462,Yes,64252
Toyota,2020-08-02,1406709,Excellent,5,Electric,185714,Yes,116910
Ford,2016-07-30,1843775,Poor,1,Electric,124530,Yes,76621
Honda,2018-03-07,1747931,Average,2,Diesel,147949,Yes,91281
Honda,2020-05-28,1680337,Poor,1,Electric,119948,Yes,133526
Tata,2020-02-10,927907,Excellent,4,Petrol,18202,No,171087
Tata,2019-12-20,2402431,Average,1,Petrol,50337,Yes,270681
Toyota,2015-06-29,1448597,Average,5,Hybrid,11931,Yes,83140
Mahindra,2019-01-05,2256572,Average,5,Petrol,68396,Yes,161529
Honda,2022-11-24,2844418,Excellent,1,Electric,119918,Yes,678012
Ford,2017-09-25,2528938,Good,4,Diesel,37138,No,263861
BMW,2017-03-11,1068171,Poor,5,Hybrid,192315,Yes,50000
Hyundai,2018-08-03,2824688,Excellent,4,Electric,129146,No,299348
Mahindra,2017-05-22,2435190,Good,1,Petrol,108396,No,192265
Ford,2024-02-10,1006537,Poor,1,Electric,5034,Yes,239336
BMW,2023-03-03,1318423,Good,1,Electric,163308,No,230829
Ford,2023-05-19,2449485,Poor,5,Electric,103891,Yes,275067
Toyota,2020-02-08,2341793,Good,5,Petrol,186703,No,136033
Maruti,2024-07-09,2015862,Poor,3,Hybrid,111187,Yes,277856
Hyundai,2022-07-26,742573,Poor,1,Petrol,92243,Yes,79674
Tata,2021-11-12,2612144,Poor,1,Diesel,107400,No,275991
Honda,2017-08-03,2203448,Average,2,Diesel,34324,Yes,182622
Mahindra,2018-04-02,2344192,Good,1,Electric,104392,No,263983
Hyundai,2015-06-19,1750194,Excellent,1,Hybrid,10849,No,209125
Hyundai,2020-09-02,975743,Average,4,Petrol,173457,No,59006
Hyundai,2022-03-30,673924,Average,4,Hybrid,94390,No,97716
Tata,2021-02-17,1732838,Good,5,Electric,27885,No,346916
Mahindra,2019-03-27,2558220,Excellent,1,Electric,127173,No,358383
Audi,2015-01-11,1166646,Good,3,Hybrid,137378,Yes,50000
Kia,2023-05-04,2973255,Average,3,Electric,125163,Yes,443530
Audi,2019-09-03,1064954,Poor,1,Hybrid,118964,No,78972
Honda,2023-03-04,2096482,Excellent,1,Diesel,39640,No,740587
Hyundai,2021-02-17,1448925,Poor,4,Electric,25499,Yes,167890
BMW,2024-08-30,1746385,Good,3,Electric,196807,Yes,238424
Audi,2017-03-02,487848,Good,4,Hybrid,30692,No,50727
Mahindra,2016-01-08,1102670,Poor,5,Electric,77118,Yes,50000
Honda,2020-02-15,2149909,Excellent,5,Petrol,128985,Yes,204225
Honda,2017-08-19,1738047,Excellent,2,Petrol,22902,No,235381
Mahindra,2015-01-31,338623,Poor,4,Hybrid,21355,Yes,50000
Honda,2024-04-10,321568,Poor,3,Petrol,127876,No,50000
Maruti,2017-03-27,2241652,Average,3,Petrol,36130,No,171168
BMW,2020-11-23,1497457,Poor,3,Hybrid,105265,Yes,118059
Hyundai,2022-11-29,2805830,Average,4,Hybrid,70982,No,505158
Ford,2018-06-08,2844370,Excellent,1,Diesel,167646,Yes,212785
Toyota,2022-09-24,705384,Poor,3,Electric,16129,Yes,116074
Tata,2016-05-09,2011950,Good,4,Diesel,175682,Yes,71391
BMW,2019-11-15,1572261,Good,3,Diesel,137682,No,151862
Kia,2017-02-15,2606323,Excellent,3,Electric,16107,No,383113
Kia,2016-11-08,846614,Poor,4,Diesel,72371,No,50000
Audi,2018-10-26,1082412,Poor,5,Electric,146302,Yes,50000
Audi,2020-12-30,2686236,Average,1,Electric,14880,No,551329
Tata,2018-11-17,2644599,Good,5,Diesel,54091,No,292647
Tata,2017-04-19,1235277,Poor,3,Electric,22665,Yes,82093
Audi,2019-05-24,2818215,Good,2,Petrol,36466,No,402760
BMW,2023-07-30,490358,Excellent,4,Petrol,163020,Yes,69502
Audi,2015-10-02,1145926,Good,2,Hybrid,34926,No,104127
Audi,2018-01-03,474312,Excellent,4,Diesel,157967,Yes,50000
Toyota,2024-07-10,2844514,Good,3,Petrol,139164,No,541410
Kia,2017-10-08,1299311,Excellent,5,Petrol,111287,No,103187
Kia,2024-05-11,2022165,Poor,5,Hybrid,71358,Yes,292239
Maruti,2022-01-22,1222502,Average,3,Electric,147428,Yes,129263
Tata,2021-11-13,2327519,Poor,4,Electric,159699,No,172649
Hyundai,2016-06-26,1042035,Excellent,3,Electric,166652,No,64828
Tata,2019-02-05,1088705,Good,1,Petrol,170373,Yes,69099
Tata,2016-04-11,953590,Excellent,3,Petrol,149226,Yes,50000
Hyundai,2024-02-15,944582,Average,5,Diesel,71301,No,182518
Audi,2016-03-08,1217590,Average,4,Diesel,130984,Yes,50000
Audi,2015-10-06,1120821,Good,2,Petrol,95060,No,69021
Hyundai,2022-09-22,2863822,Good,3,Petrol,66322,No,591089
Maruti,2024-02-07,1898542,Excellent,3,Hybrid,135069,No,474516
Honda,2015-03-13,1150951,Good,5,Diesel,141688,Yes,50000
Toyota,2023-06-20,2882464,Good,3,Petrol,39551,No,748134
Kia,2024-02-06,1613100,Poor,3,Petrol,46844,No,270622
Audi,2024-10-16,2743868,Poor,2,Diesel,76454,No,514530
Kia,2019-06-03,658541,Poor,1,Petrol,58829,No,54639
Mahindra,2021-02-15,2644241,Excellent,2,Hybrid,174673,No,326707
Mahindra,2021-12-14,1829671,Excellent,2,Petrol,174627,Yes,203722
Tata,2020-04-27,423991,Excellent,4,Hybrid,99137,No,65904
Mahindra,2022-07-20,2167737,Poor,1,Diesel,11268,Yes,345405
Mahindra,2017-07-29,512742,Poor,1,Petrol,135039,No,50000
